job_id,job_title,company,descriptions,location,category,subcategory,role,type,salary,listingDate
74665313,CIVIL STRUCTURAL AND ARCHITECTURAL SUPERVISOR,PASCAL ENGINEERING AND CONSTRUCTION SDN BHD,"Tasks & responsibilities
Develop a comprehensive understanding of the contract documents (drawings and specifications), phasing plans, structural systems interrelationships, construction sequencing, and project schedule
Attend daily job site safety meetings and perform weekly project safety audits
Work with the project safety team to ensure all works are being carried out to the highest levels of safety
Facilitate problem solving, as may arise, between structural, architectural, mechanical, electrical and CSA subcontractors during construction
LiaiseÂ with the Civil/Structural/Architectural (CSA) engineering consultant, supervisory engineers, inspectors and relevant staff
Ensure that Civil/Structural/Architectural (CSA) Subcontractors adhereÂ to relevant quality documentation/records
Qualifications & experience
Candidate must possess at least Â Diploma or Degree in Civil Engineering Â or equivalent.
Minimum 5yrs working experience in supervising Â C&S and Architectural works
Have good attitude towards completion target and result oriented
Able to multi task.
Willing to travel and based project site (outstation)
Possess own transport.
Able to work long hours, weekend and Public Holidays when required.
Able to start work immediately is an added advantage.",Petaling,Engineering,Civil/Structural Engineering,Architectural-Supervisor,Full time,"RM4,000 - RM5,000 per month",2024-03-22T09:36:34Z
74657600,Sales Executive,Private Advertiser,"5-day week.
Newly renovated working enviroment.
Great opportunity for advancement.
Responsibilities:
Sale leads and support will be provided.
Present our well established and easy to sell products to architects, designers, developers and contractors.
Prepare quotation, samples and proposals to clients.
Requirements:
Candidate whom possess at least a Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Business Studies/Administration/Management, Marketing or equivalent will be an added advantage.
Required skill(s): Good communication skills, efficient in work, MS Office.
At least 2 year(s) of working experience in the related field is required for this position.
Preferably Executives specializing in Marketing/Business Development or equivalent.
Full-Time position(s) available.",Petaling,Sales,Account & Relationship Management,sales-executive,Full time,"RM3,500 - RM5,000 per month",2024-03-22T05:34:16Z
74636733,Safety & Health Executive,Southern Steel Berhad,"Key Responsibilities
Assist the Plant Manager with daily safety and health activities.
Provide advice to the employer on OSH Act and Regulation Compliance.
Plan and execute Periodic Safety Audits and Inspections.
Perform routine inspections of plant and equipment to identify and report unsafe conditions for corrective action.
Investigate near miss accidents, dangerous occurrences, accidents, occupational illnesses, and poisonings.
Maintain accident investigation reports, conduct analysis, and keep statistics and records.
Prepare and submit accident reports to DOSH as per requirements.
Liaise with Governmental Departments regarding safety, health, and environmental matters.
Coordinate and oversee first aid system, equipment, and contents requirements.
Conduct maintenance and testing of fire-fighting equipment systems.
Plan, maintain, and verify all safety signage requirements and installations.
Coordinate and monitor safety and health requirements for employees, contractors, and suppliers, taking necessary action for non-compliance.
Control and plan all PPE requirements, issuance, training, and record-keeping.
Monitor progress of safety corrective actions and maintain reports.
Coordinate and implement ISO14000 and ISO45000 standards.
Perform any other safety and health-related activities as required by management.
Monitor compliance with ISO14000 and ISO45000 standards.
Qualifications
Candidates must possess minimum Bachelor's Degree in Occupational Health and Safety, Environmental Science, or equivalent.
Minimum 2 years of experience in a manufacturing environment.
Practical experience in safety-related roles, internships, or entry-level positions (e.g., Safety Assistant, Coordinator).
Possession of a Green book is preferred.
Ability to work independently, self-motivated, with good interpersonal skills.
Desire to deliver results and contribute effectively to safety initiatives.
Ability to coordinate and prioritize tasks effectively.
Knowledge of OSH Act and Regulations.",Seberang Perai,Human Resources & Recruitment,Occupational Health & Safety,Health--Safety-Executive,Full time,,2024-03-21T09:18:47Z
74646406,Finance Manager,B2BE GSS Sdn Bhd,"Responsibilities:
Collaborate with cross-functional teams in preparing the financial year budgets and forecasts for the group of companies.
Conduct financial analysis and present key insights to aid decision-making by senior management.
To participate in internal and external ISO audit exercises. Assist to gather, consolidate, compile, and provide financial information as requested to ensure compliance.
To participate in finance automation projects to improve processes and productivity.
To lead and manager the contract life cycle from contract preparation to contract termination.
Involve in project costing to achieve the most effective and efficient way to achieve minimum cost to company.
Responsible for financial and tax training and development and raise the standard of competency skills and knowledge of local team.
Overseeing and managing the OTE (on the target) of the sales team.
Managing special finance initiatives or projects by working closely with the Business Analyst, users and internal development team in compilation of project initiation documents, scoping, UAT, testing phases and provide user training as well as preparation of user guides.
Develop internal control systems including the establishment of global policies and procedures relating to financial management, budgeting and accounting related matters to enhance the workflow and existing global financial systems.
Undertake ad-hoc functions, assignments and related duties as assigned by management.
Requirements:
possess a Degree in Finance or Accounting or Professional qualification ofÂ  ACCA, CIMA, MICPA, CPA, CA and/or equivalent and member of MIA.with a minimum of 5 years of relevant experience.
In-depth knowledge of financial principles, budgeting, forecasting, and financial analysis.
Strategic Thinking, Circumspection, Flexible. Ability to work and cope with fast paced and demanding working environment with ability to prioritize and multitasking.
Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Ability to work in a fast-paced environment and adapt to changing priorities.
High level of integrity and commitment to maintaining confidentiality as well as down to detail.
Self-motivated, initiative and able to meet tight deadlines.",Petaling,Accounting,Financial Accounting & Reporting,finance-manager,Full time,"RM10,000 - RM12,000 per month",2024-03-22T00:15:31Z
74649528,Sourcing Associate,H.B. Fuller Adhesives Malaysia Sdn. Bhd.,"Are you ready to make a difference?
Join our team and be the driving force behind our procurement success! Collaborate, innovate, and excel in a dynamic environment where your skills make a real difference. Apply today and take your career to new heights!
What Your Day Will Look Like?
30%- 60% of Sourcing Support
20%-100% of Transactional - System Work
Responsibilities include the following:-
Transactional: Updating Pricing, Invoice Resolution, System Support. Perform data gathering and analysis related to Procurement policies, processes and tools.
Sourcing Support: First line of contact with Plants and Suppliers to resolve payment issue. Assist Request for Quotes, Bid Analysis, Volume Tracking for Rebates, and against contracts for compliance with business commitments. Prepare metrics and analysis for Sourcing function dashboard.
Additional: Comply with Sourcingâ€™s best practices, policies, and procedures. Resolve invoice discrepancies in a timely manner. Manage minimum and maximum order quantities and total volumes.
What to Bring for Success?
Bachelor's Degree in any related disciplines.
At least 2 years of working experience in any related function.
Experienced in SAP system is an added advantage.
Fluency in both oral and written communications in English and Mandarin (Role requires candidate to deal with Mandarin speaking counterparts).
Strong desire and innate capability to learn.
Attention to details, problem solving capabilities, strong communication, interpersonal, and organizational skills.
Training Provided: Basic Sourcing Training and Detailed Policy Training, Specific System Training or any additional training specific to the role required for proficiency.",Klang District,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Sourcing-Associate,Full time,,2024-03-22T02:12:16Z
74620213,"Executive, HR",PEC (Malaysia) Sdn Bhd,"Duties & Responsibilities
Provide administrative support in full spectrum of HR functions including termination & repatriation, recruitment & selection, disciplinary and counseling, compensation & benefits.
Responsible in administer monthly renewal of employment contracts.
Assist in termination, disciplinary and counseling matters, recruitment & home leave applications.
Assist in work pass renewal related matters.
Update and maintain employeeâ€™s records in HR Information System.
Perform general office duties such as data entry, printing, filling and scanning.
Advise line managers or staffs on general HR matters.
Perform ad-hoc duties as assigned.
Requirement:
Diploma/Degree in Human Resource Management / Business Administration or equivalent.
2 to 5 years HR relevant working experience.
Good knowledge of HR practices and legislation.
Meticulous and well-organized individual.
Motivated individual and possesses good planning and follow-up skills.
Good interpersonal and communication skills.
Able to handle high volume of workload in a fast-paced environment.
Able to work independently and in a team with positive attitude.
Proficient with Microsoft Office Applications.",Johor Bahru District,Human Resources & Recruitment,Consulting & Generalist HR,human-resource-executive,Full time,,2024-03-21T01:34:10Z
74635052,Test Development Engineer (ATE) - New Set Up in Bayan Lepas,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,"Essential Functions:
Designs component-level circuits for precision parametric measurement, dynamic signal analysis and creates automated test system software for analog and mixed-signal integrated circuits.
Involved in all phases of product development: design for testability, IOS, test hardware and software design, hands-on debug, correlation, characterization and production release.
Possesses knowledge of major concepts of test engineering and has the ability to apply these concepts to a wide range of complex assignments.
Qualifications/Requirements:
Bachelor degree or above, majoring in Electrical and Electronics Engineering, or similar areas.
3~10 years power management IC testing experience. Focus on NPI test development for Driver MOS product or DCDC products. Familiar with ATE test development key process and qualification criteria.
Solid experience in semiconductor power IC and familiar with ATE test platforms, such as Teradyne ETS-88 (Preferred), ETS-364, J750, ACCO STS8000, Changchuan CTA8280F (Preferred), CTA8290D (Preferred).
Willing to travel around to APAC countries for technical discussions and trainings based in project.
Communications is a plus but not a must.
Good teamwork, interpersonal skills to work with IC developers worldwide.
Cadence PCB layout experience is a plus but not a must.",Penang,Engineering,Electrical/Electronic Engineering,Test-Development-Engineer,Full time,"RM7,000 - RM10,000 per month",2024-03-21T08:01:51Z
74665492,Senior Finance Manager,Berjaya Land Berhad,"Responsibilities:
Manage the development of budgets and implement effective budgeting controls for the Property Division.
Monitor and manage cash flow and ensure effective management of all financial resources for the Property Division to maximize returns.
Identify and assess financial risks and provide comprehensive financial analysis and insights to the Management.
Ensure accurate and timely the preparation of financial transactions and submission of financial reports.
Implement tax planning strategies, monitor transfer pricing policies for transactions within the Property Division and ensure accurate and timely filing of tax submission.
Ensure compliance with financial and tax regulations, accounting standards and legal requirements in the property development industry.
ReviewÂ internal SOPs and implementÂ continuous improvement in work processesÂ to ensure efficiency, effectiveness and to safeguard the companyâ€™s assets.
Liaison with internal and external parties which include Bankers, Auditors, Suppliers, and all relevant internal departments for smooth running of the department.
Constant review and propose improvement to internal controls and procedures.
Provide guidance, motivation and identify professional development opportunities for the finance team.
Requirements:
Bachelor's degree in Finance and Accounting or a professional accounting qualification such as CPA, ACCA, CIMA, or its equivalent is required.
Minimum 8 years of relevant experience inÂ property finance, real estate finance, or a similar role.
Strong leadership and people management skills.
Possess a high level of integrity, meticulous, analytical and work well under pressure.
Committed to meet deadlines or deal with unexpected financial issues.
In-depth knowledge of financial analysis, risk management, property investment, financial regulation and compliance in the property sector.
Excellent communication, interpersonal and problem-solving skills.
Strong knowledge in MFRS 15, Housing Development Acts & Strata Management Acts.
Proficiency in MHW system, Microsoft Office and Excel applications.",Kuala Lumpur,Accounting,Financial Accounting & Reporting,finance-manager,Full time,,2024-03-22T09:37:55Z
74601687,Accounts Executive (Fresh grads are welcome to apply),Cartrack,"Key Responsibilities:
Manage full set accounts including AP, AR, and GL.
Prepare financial reports and assist in analysis.
Process AP and AR transactions.
Support compliance and audits.
Perform administrative tasks and assist with software implementation.
Qualifications and Skills:
Bachelor's degree in Accounting or Finance.
Some accounting or finance experience preferred.
Proficiency in Excel and accounting software.
Attention to detail and strong analytical skills.
Effective communication and ability to work in a team.",KL Eco City,Accounting,Accounts Officers/Clerks,accounts-executive,Full time,"RM2,550 - RM3,800 per month",2024-03-20T08:18:36Z
74641533,Admin Clerk / Junior Sales Coordinator,Private Advertiser,"è’²ç§è¿›å£å•†å’Œç»é”€å•†å¯»æ‰¾å¡«è¡¥ç©ºç¼º
æ€¥è˜ï¼ˆäº”å¤©å·¥ä½œåˆ¶ï¼‰
åœ°ç‚¹ï¼šè’²ç§å·¥ä½œåŒº (Taman Perindustrian Puchong)
(ä¼˜å…ˆè€ƒè™‘å±…ä½åœ¨è’²ç§åœ°åŒºçš„å€™é€‰äºº)
åˆçº§è¥ä¸šåè°ƒå‘˜ (Junior Sales Coordinator)
è¡Œæ”¿æ–‡å‘˜ (Admin Clerk)
è‡³å°‘SPMèµ„åŽ†
é¡»æ…¬å¾—æ“ä½œç”µè„‘ (Microsoft Excel)
é€šæ™“ä¸­ï¼Œè‹±ï¼Œå·«æ–‡
å‹¤ð¡˜Šå’Œè‰¯å¥½çš„å·¥ä½œæ€åº¦
è‡ªå¤‡äº¤é€šå·¥å…·
ç¦åˆ©:
å…¬ç§¯é‡‘
åŠ³å·¥ä¿é™©
åŒ»è¯æ´¥è´´
å¹´å‡
å¥–åŠ±é‡‘.
æœ‰æ„è€…ï¼Œè¯·è”ç»œ Ms Sally / Ms Alice (Tel:
03 - 80621215
)",Petaling,Administration & Office Support,Administrative Assistants,sales-coordinator,Full time,"RM2,500 - RM2,800 per month",2024-03-22T03:54:16Z
74652088,Account cum Billing Executive,Private Advertiser,"Responsibilities:
Verify billing data, generate and distribute accurate invoices to clients based on provided services
Resolve any discrepancies or errors promptly and maintain detailed records of all billing transactions and client accounts.
Manage client accounts, ensuring timely payments and monitoring accounts receivable with relevant follow-up on outstanding payments.
Ensure the billing process is in compliance with company policies, billing regulations, and legal requirements.
Serve as the primary point of contact for billing-related inquiries from clients, and address client concerns or complaints regarding billing discrepancies or issues.
Qualifications:
Bachelor's degree in accounting, finance, business administration, or related field.
Proven experience in billing, accounts receivable, or a similar role.
Ability to prioritize tasks, meet deadlines, and work efficiently in a fast-paced environment.
Analytical mindset with problem-solving abilities.
Prior experience in customer service or client management is a plus.
This role is based in Seksyen 26, Shah Alam under Power Auto Logistics Sdn Bhd, which is also known as Tiong Nam Group of Companies.",Shah Alam/Subang,Accounting,Accounts Receivable/Credit Control,Billing-Executive,Full time,"RM3,500 - RM4,500 per month",2024-03-22T03:18:59Z
74657003,Consultant - Business Analyst (Sunway Digital Hub),Sunway Berhad,"Duties and Responsibilities:
Involve in small to medium scale of project implementation, assist project manager to ensure the projects are completed on time and meet the business needs.â€‹
Perform analysis, plan and provide solution for the application according to requirements.â€‹
Single point of contact for Business Units to explore on new opportunities and enhancements.â€‹
Advise and lead delivery teams on solution design (conceptual and technical).â€‹
Advise Business Units on opportunities to upgrade system to meet user changes and the Groupâ€™s needs.â€‹
Provide guidance and share knowledge to the junior staff.â€‹
Work with software vendors on all product updates, upgrades and problems.â€‹
To treat customersâ€™ information and material as private & confidential and shall not at any time during or after the services, for any reason whatsoever disclose or permit to disclose to any person, or otherwise make use of or permit to be made use of any information and material relating to the customersâ€™ technology, technical process, business affairs or finances.â€‹
Any other duties assigned from time to time.
To be successful in this role you will need to have:
A Bachelor's Degree in Computer Science / Information Technology or equivalent
At least 4 years of working experience in the related field.
Strong analytical and logical approach to system design and development.
Ability to plan, prepare and facilitate UAT test cycles, managing defects and issues together with Applications Development team to resolution.
Working knowledge of common techniques, tools and languages used for enterprise analysis and business modelling such as BPMN, UML, MS Project and MS Visio is an added advantage
Experience in Software Development Lifecycle (Agile, Incremental and Waterfall).
Applicants must be willing to work in Bandar Sunway.",Petaling,Information & Communication Technology,Business/Systems Analysts,business-consultant,Full time,,2024-03-22T05:10:07Z
74600130,HR Officer,Nehemiah Reinforced Soil Sdn Bhd,"Key Responsibilities & Duties:
Oversee and manage the compensation and benefits of the Group ensuring compliance with the companyâ€™s policies and statutory requirements
Manage the employee engagement and retention program
Develop training and development programs
Manage the performance management process
Assist in the recruitment process
Support the management in disciplinary and grievances issues
Maintain employee records according to the company policies and legal requirements of the country
Qualification & Experience:
A university degree preferably in Human Resource, Finance, Accounting or Psychology
At least 4 - 5 years of work experience in human resource
Proven knowledge of human resource functions such as compensation & benefits, employee relations and training & development
Knowledgeable of the labour laws and disciplinary procedures
People oriented and excellent interpersonal skills
Resilient with good work ethics
Medical Benefits and Insurance Coverage
Permanent role
Observe all gazette public holidays",Petaling,Human Resources & Recruitment,Consulting & Generalist HR,human-resources-officer,Full time,"RM4,000 - RM6,000 per month",2024-03-20T07:08:35Z
74594699,HR & Admin Executive,Swiftlet Fortune Manufacturing Sdn Bhd,"Responsibilities:
1. Responsible for Organizing and scheduling interviews
2. Maintain Employees' Personal Files & Record employee information.
3. Familiar with local labor regulations.
4. To assist and liaise with statutory bodies on matters relating to EPF, SOCSO, Income Tax as well as HRDF.
5. Provide administration Support in all Human Resources spectrum.
6. Handling Foreigners' matters such as visas, working permits, hostels, etc.
7. Preparing any memo, announcement, letter, etc. pertaining to office and HR matters when required.
8. Respond to employeesâ€™ queries and requests, and provide assistance and advice on matters pertaining to HR issues, and the companyâ€™s rules, and regulations.
9. Strong Organization and planning skills.
10. Good time management skills & ability to multi-task and prioritize work.
11. Good written and verbal communication skills.
12. Knowledge of office management systems and procedures.
Requirements:
â€¢ Candidate must possess at least a Diploma/Degree in Human Resources and/or Business Management
â€¢ Ability to work in a fast-paced environment with minimal supervision
â€¢ Required Skill(s):Good interaction, communication, analytical & problem solving skills
â€¢ Strong sense of responsibility and maintaining a high level of confidentiality
â€¢ Minimum with 2 years of hands-on experience in a wide spectrum of human resources functions including payroll administration would be an added advantage
â€¢ Strong understanding of HR policies, procedures, and best practices.
â€¢ Able to work in Seri Kembangan, Selangor
â€¢ Willing to travels",Kajang/Bangi/Serdang,Administration & Office Support,Administrative Assistants,Human-Resources-and-Administration-Executive,Full time,,2024-03-20T04:23:00Z
74634206,"HEALTH, SAFETY & ENVIRONMENT ( HSE ) EXECUTIVE",Crystal Dignity (M) Sdn. Bhd.,"Requirements
Shall be certified is Safety & Health Officer or PASSED NIOSH examination
Education
Bach Degree in Environment, Occupational Safety & Health, Science or Engineering
Skill
Good exposure in Occupational Safety & Health activities and reports
Experience
At least 3 years experience in related field ( manufacturing )
Good knowledge in ISO 45001
Familiar with any of GMP, HACCP, ISO 22000 / FSSC 22K, SEDEX, or ISO 9001 is an added advantage.
Experience in Documentation of ISO
Possess strong awareness, sense of urgency, strong communication and interpersonal skills
Analytical and problem-solving abilities
Ability to work independently and as part of team
Training
Certified Safety Professional - CSP, Certified Industrial Hygienist - CIH
Responsibility & Authority
Design, implement, and evaluate safety and health programs to meet regulatory requirements and organizational goals
Conduct regular risk assessment and identify potential workplace hazards
Implement measures to control and mitigate risks, including the use of personal protective equipment ( PPE )
Stay informed about changes in regulations and update policies accordingly
Investigate workplace accidents, incidents and near misses to determine root causes
Develop corrective action plans to prevent the recurrence of incidents
Develop and implement emergency response plans and procedures
To coordinate and organize Fire Drill
work closely with management, employees and relevant stakeholders to create a safety - conscious culture.
To liaise with local authorities ( DOSH, BOMBA, DOE, MOH, etc ) and external parties related HSE implementation
Collaborate with regulatory agencies during inspections and audits
Organize and oversee the maintenance and schedule services for all company vehicles including lorries, vans, cars, and material handling equipment ( MHE )
Develop and implement cost-saving measures and quality control systems in a manufacturing environment
Other duties may be assigned
Benefits
Yearly increment and performance bonus
Good Working Environment & Benefits
Attractive Salary Package",Klang District,"Manufacturing, Transport & Logistics",Analysis & Reporting,"health,-safety-and-environmental-executive",Full time,"RM3,850 - RM4,500 per month",2024-03-21T07:22:18Z
74633179,"Senior Trading Executive - (Futures, Options)",Doo Group,"Responsibilities:
To execute securities, futures and options and related orders
Reporting to clients timely, orderly and accurately at all times.
To check and monitor customerâ€™s equity and position limits to ensure no over-trading.
To escalate immediately on occurrence of error, to ensure a detailed account of error report is made promptly.
Assist to deal with upper brokers regarding trade and product related matters such as commission, order execution, product updates and etc.
Handle trade and financial product related matters including holiday announcements, new product launch, and new product testing etc.
Assist on Product related maintenance in trading system such as Futures contract size matching with related exchange, Stock lots size matching with related exchange and etc.
Resolve trade related transaction issues together with related departments.
Involve in trading system enhancement project.
Requirements:
Possess at least a Bachelor's Degree in Actuarial, Economics, Finance, Banking, or equivalent.
Possess trading knowledge and experience in
Forex, Stocks, Futures, Bond or Fund
will be an added advantage.
Familiarity with trading platform such as MT5 is highly desirable.
Experience in project management related to new system / product launches will be considered a significant advantage.
Proficient in Microsoft Office Suite particularly Microsoft Excel.
Good command in
BOTH English and Mandarin
(as needed to support mandarin speaking customers).
Willing to work flexibly and shift arrangement.
Whatâ€™s awaiting you after becoming part of the DOO family?
13th month salary + performance bonus
Up to 16% EPF contribution
Medical, dental & optical coverage
Best employee award
Team building activities
Festive seasons & birthday celebration
Free-flow snacks and drinks
Rewarding career development with regional exposure
Friendly and open work environment with a young & energetic team",Kuala Lumpur,Banking & Financial Services,Stockbroking & Trading,Trading-Executive,Full time,"RM4,500 - RM6,500 per month",2024-03-21T06:39:32Z
74627797,Finance Executive,TK ELEVATOR MALAYSIA SDN. BHD.,"Job Responsibilities:
Perform daily activities and operations of the finance department, such as documents processing and data entry for both AR & AP accurately.
Accounts payable functions include invoice verification and payment processing to suppliers.
Account receivable functions include handling recurring AR billings, processing of debit/credit notes and recording of customer collections on a timely basis.
Assist in monthly closing activities, preparation of monthly financial reports and statement reconciliations.
Perform AP reconciliation on timely basis.
Liaise with bank and apply for bank guarantees promptly.
Prepare SST reports and payment.
To perform any other function and tasks which may be assigned from time to time.
Job Requirements
Possess Bachelor Degree in Finance & Accounting, banking or related field.
Minimum 2 years of working experience in a similar industry or in construction industry
Excellent command of spoken and written English and Bahasa Malaysia
Knowledge of finance is essential
Good interpersonal ability required",Selangor,Accounting,Bookkeeping & Small Practice Accounting,finance-executive,Full time,,2024-03-21T04:08:13Z
74663401,NPI Project Engineer (Industrial Test and Measurement),GATEWAY SEARCH PTE LTD,"Our client is a leading manufacturer of industrial test, measurement, and diagnostic equipment.
Responsibilities:
Work with other functional managers and centralized support groups to define overall development goals, deliverables, and resource requirements.
Coordinate with cross-functional teams across multiple geographies to refine and manage product and production requirements throughout the development process.
Continually work to improve tools, and processes and provide training to accelerate the time to market new or existing products while maintaining quality and providing a smooth transition from requirements through product design and validation and into production.
Work with Product Development Program Managers to ensure available tooling and test equipment capacity to support manufacturing ramp and steady-state production.
Requirements:
Bachelorâ€™s degree with PMP/PMI certification a plus
5 years of program/project management experience developing products
Effective communication and interpersonal skills, meeting facilitation skills, critical thinking, negotiation, and problem-resolution skills.
Ability to elicit cooperation from a wide variety of sources and other departments within the organization.
Experience managing cross functional groups or projects across multiple geographies and cultures
Basic understanding of Agile project management / product development methodologies a plus
Understanding Miro or similar tools preferred
If an opportunity is of interest, please share your CV with us for a confidential discussion on this role.Â We regret to inform you that only shortlisted candidates will be contacted. Thanks.
EA License No.: 19C9807
Registration No.: R1982385",Johor Bahru District,Engineering,Electrical/Electronic Engineering,project-engineer,Full time,,2024-03-22T08:56:53Z
74622557,Admin Executive,Tradee Technology Sdn Bhd,"Responsibilities
Data entry, conversion and maintenance in MS Excel & Google Sheet (product details, proprietor listings, sales information etc.)
Perform market research on core products
Assist technical team in managing internal systems.
Assist in communication between the technical team and customers, and handle customer inquiries and needs.
Provide support to the sales team in relaying information and requests from other teams.
Assist in preparing internal products documentation, invoices & billings.
General office management such as arranging appointments, internal and external events.
Arrange and organize pick up and shipping for customers.
Attend visitors and answer incoming calls; taking messages and re-directing calls as required.
Other ad hoc duties assigned by supervisors.
Requirements
Bachelorâ€™s Degree in any related fields, or a similar qualification.
Fluent in Chinese, English and Malay.
Able to complete administrative tasks with Google Workspace Apps and MS Excel, Word, and PowerPoint skill.
Possess competent computer skills, having advanced understanding in various computing knowledge is an added advantage.
Able to construct multi-nested Google Sheet formulas is an added advantage.
Able to work independently with minimum supervision.",Pudu,Administration & Office Support,Administrative Assistants,administrative-executive,Full time,"RM2,800 - RM3,500 per month",2024-03-21T02:52:28Z
74659999,Senior Accounts Executive Cum HR,PING NG ARCHITECT,"* 5 working days
* EPF SOCSO
* Medical Claims
Duties & Responsibilities
Responsible for the company day-to-day financial operation matters (payroll, invoicing, and other transactions).
Prepare monthly and quarterly management reporting.
Manage and in charge of the companyâ€™s accounting software periodic back-up and data maintenance.
Liaise with regulatory bodies for matters relating to tax (corporate income tax/good and services tax/sales services tax) and secretarial matters.
Ensure compliance with accounting policies and regulatory requirements.
Able to handle HR administrative works (eg. payroll include statutory contribution, maintaining attendance, annual leave, staff claims and etc).
To assist in recruitment activities (including termination & exit interview of staff, compensation & benefits, training & learning as well as other HR activities).
Requirements
Candidate must possess at least Professional Certificates Diploma/Advanced/Higher/Graduate Diploma, Bachelorâ€™s Degree/Post Graduate Diploma/Professional Degree in Finance/Accountancy or any relevant discipline
At least 2 years and above of working experience in Accounting or related field.
Strong written and verbal communication skills in English, Bahasa Malaysia and Mandarin.
Knowledge of financial reporting and data mining tools such as SQL, and etc.Â Experienced with SQL Accounting system is a plus.
Strong demonstrated use of Microsoft Excel, Words and Power Point.
Able to work and effectively communicate with senior-level business partners.
Able to work independently with minimum supervision or guidance and able to meet tight deadlines.
Possess a strong sense of responsibility, urgency and discipline.",Petaling,Accounting,Bookkeeping & Small Practice Accounting,accounts-executive,Full time,,2024-03-22T06:33:22Z
74600502,Construction Admin Executive,Jape Group Australia,"A fantastic opportunity has become available for an experienced
Construction Admin Executive
for our office based in Dili, Timor Leste. As a highly motivated individual, you will require strong understanding of computers and systems, knowledge of the building and construction industry combined with a high level of attention to detail.Â You will be working closely with our small project team and assist with administration duties.
Summary of duties:
Managing timesheet
Project closing
Preparation of construction reports
Manage project quotes and agreements
Manage progress payments
Accounts Receivable
RESPONSIBILITIES:
Collection of weekly time-sheet and preparation of monthly summary report and other relevant reports.
Prepare profit and loss report of project - budget versus actual.
Material, tools and equipment usage tracking along with there return.
Calculating labour costs; design costs & supervision cost of the entire aspects of project and inform the supervisor if going ahead of budget.
Prepare monthly construction report to review by management.
Managing contractors' quotes and contractual agreement including filing
Process progress claim and retention sum request submitted by contractor.
Prepare work progress report
Follow-up with tenant for payment of fit-out works before and after completion of works by Construction Department.
REQUIREMENTS:
Candidate must be willing to relocate and work in Dili, Timor Leste.
Candidate must possess at least Diploma / Bachelorâ€™s Degree / Professional Degree in Business Administration or related field.
At least 3 year(s) of working experience in the related field is required for this position.
Hands-on experience with excel and powerpoint, flowcharts, technical documentation and schedules
Knowledge of construction
Solid organization, time-management and document filing skills
Competency in Microsoft Office is essential.
High level of attention to detail.
Self-motivated and self-driven, resourceful, fast leaner, proactive, committed, adaptable and a team player.
Required language(s): English, Bahasa Indonesia / Malaysia and Mandarin.
Candidates fluent in Mandarin preferred as role requires candidate to deal with mandarin speaking clients.
Please take note that only candidates with required languages will be considered.",Kuala Lumpur,Administration & Office Support,Administrative Assistants,administrative-executive,Full time,,2024-03-20T07:23:31Z
